00001 10.9948606557 10.9948606557 11.2712737705
00010 10.6534196721 10.6534196721 10.875347541
00011 10.1999393443 10.1999393443 10.4409901639
00100 14.5639704918 14.5639704918 14.7933688525
00101 10.4230868852 10.4230868852 10.6994754098
00110 10.3468540984 10.3468540984 10.7051393443
00111 9.95947704918 9.95947704918 10.2736836066
01000 16.2083180328 16.2083180328 27.7342114754
01001 10.4340360656 10.4340360656 11.136347541
01010 9.97056393443 9.97056393443 10.7988508197
01011 9.49867213115 9.49867213115 10.3511295082
01100 11.9335868852 11.9335868852 14.5587852459
01101 9.8482 9.8482 10.6029770492
01110 9.67932786885 9.67932786885 10.6409934426
01111 9.32752459016 9.32752459016 10.1973606557
10000 13.5868918033 13.5868918033 14.1503278689
10001 10.5434868852 10.5434868852 10.8258229508
10010 9.84502622951 9.84502622951 10.0564868852
10011 9.74309344262 9.74309344262 9.97438852459
10100 11.7610934426 11.7610934426 12.1483196721
10101 10.0507540984 10.0507540984 10.4241262295
10110 9.89409508197 9.89409508197 10.003742623
10111 9.65622459016 9.65622459016 9.90979344262
11000 12.6856868852 12.6856868852 14.2411819672
11001 10.0452180328 10.0452180328 10.7890295082
11010 9.34652295082 9.34652295082 10.075395082
11011 9.22475409836 9.22475409836 9.97523278689
11100 10.8938754098 10.8938754098 12.2071721311
11101 9.54945737705 9.54945737705 10.3974918033
11110 9.28485409836 9.28485409836 10.0231229508
11111 9.17631639344 9.17631639344 9.91019508197
