"2014-05-27 05";1;"  99999  "
"2014-06-09 05";1;"  -317  "
"2014-06-11 02";1;"  2779  "
"2014-06-12 02";1;"  3179  "
"2014-06-13 14";1;"  -308  "
"2014-06-14 23";1;"  3183  "
"2014-07-01 17";1;"  3437  "
"2014-07-10 06";1;"  -327  "
"2014-07-14 09";1;"  3189  "
