0;180.473333333;18229
5;171.463333333;18228
10;163.133333333;18224
15;154.973333333;18220
20;147.153333333;18213
25;138.313333333;18216
30;131.173333333;18212
35;123.183333333;18209
40;113.663333333;18209
45;105.163333333;18205
50;96.8333333333;18206
55;90.2033333333;18205
60;93.6033333333;18204
65;95.3033333333;18208
70;105.333333333;18205
75;101.423333333;18206
80;109.583333333;18205
85;107.373333333;18209
90;107.543333333;18205
95;111.453333333;18207
100;108.393333333;18209
