2013-12-03-12	12.1672	6.5410	9.1589	12.9438	42.2443	5.9999	5.9999	6.8942
2013-12-03-18	15.2820	10.0918	13.1407	14.8460	38.4492	8.7444	8.7444	10.1011
2013-12-04-00	16.8984	11.1787	13.4180	24.4522	40.3164	8.3615	8.3615	10.7321
2013-12-04-06	13.9639	10.1230	16.6984	15.8542	45.8557	9.8981	9.8981	11.1196
2013-12-04-12	14.2508	9.0820	20.3866	18.2391	43.3623	7.7867	7.7867	9.6400
2013-12-04-18	13.7426	8.1639	22.5742	24.3715	40.8590	7.2305	7.2305	6.1501
2013-12-05-00	11.5311	7.3885	15.6018	24.4667	40.0475	5.2745	5.2745	4.6454
2013-12-05-06	10.6951	8.6082	22.9552	19.4561	45.8885	7.1461	7.1461	7.2867
2013-12-05-12	14.0311	7.1820	16.8193	24.3780	45.4164	5.8063	5.8063	5.9544
2013-12-05-18	13.8951	7.3557	15.8028	26.3917	42.4869	8.2407	8.2407	5.1604
2013-12-06-00	15.9754	6.8115	9.8010	27.7368	36.6721	6.2834	6.2834	4.1944
2013-12-06-06	15.5623	7.3492	11.0103	34.0986	35.2164	6.3825	6.3825	4.9710
2013-12-06-12	11.9803	6.4066	14.6376	39.2447	34.3852	5.6896	5.6896	5.1060
2013-12-06-18	7.4049	6.2098	17.5927	51.3326	31.8475	5.4253	5.4253	4.9574
2013-12-07-00	7.4852	8.3148	16.0708	54.7840	35.8082	6.6149	6.6149	6.7684
2013-12-07-06	10.5098	10.2230	18.9454	32.6026	38.6279	8.3043	8.3043	8.4156
2013-12-07-12	10.1721	5.1180	13.9151	29.9561	35.7459	6.7617	6.7617	4.8209
2013-12-07-18	9.4934	5.5738	15.3558	21.5755	35.6770	7.4523	7.4523	5.0327
2013-12-08-00	8.3246	3.9639	13.7327	14.2140	37.2820	5.1522	5.1522	3.6106
2013-12-08-06	7.0311	4.8721	13.3532	13.5220	38.9016	5.6632	5.6632	4.8368
2013-12-08-12	9.0115	5.8590	4.7941	14.1325	41.0770	5.6954	5.6954	3.4980
2013-12-08-18	7.1705	6.1525	4.3426	15.1419	38.8705	5.1229	5.1229	3.8619
2013-12-09-00	7.5787	5.8393	4.4303	15.3552	40.8295	3.7976	3.7976	4.3059
2013-12-09-06	9.4590	7.6475	6.9555	13.7332	38.4066	4.9053	4.9053	5.5526
2013-12-09-12	7.5967	7.6656	8.1277	20.0049	37.4148	5.3072	5.3072	4.3897
2013-12-09-18	6.4885	7.6393	8.0650	16.0452	39.5262	4.1978	4.1978	4.2932
2013-12-10-00	6.9361	8.5770	7.6249	12.4938	40.9984	5.7007	5.7007	6.3363
2013-12-10-06	5.9328	7.4180	9.0700	10.0083	40.7492	4.9153	4.9153	5.4891
2013-12-10-12	7.8066	8.5770	11.7544	8.6139	37.2410	6.5771	6.5771	7.1583
2013-12-10-18	7.7311	13.6639	20.0511	12.8522	34.7393	10.4991	10.4991	11.2937
2013-12-11-00	8.5672	11.9590	18.4350	14.6512	33.6508	7.9927	7.9927	9.6436
2013-12-11-06	7.4426	13.3934	23.9378	20.0049	40.2836	11.5376	11.5376	12.9673
2013-12-11-12	7.8705	11.2721	26.5673	14.9030	40.7443	7.3486	7.3486	10.1479
2013-12-11-18	10.4115	11.4443	18.1649	16.3426	37.6705	6.9474	6.9474	8.1063
2013-12-12-00	8.0426	10.9721	18.1446	17.6534	37.3836	6.9916	6.9916	8.6060
2013-12-12-06	6.9525	9.0852	21.2957	16.3410	39.5754	7.6082	7.6082	8.1603
2013-12-12-12	9.3705	8.0852	20.7297	17.0615	41.8754	6.6781	6.6781	6.9428
2013-12-12-18	13.9918	6.7984	21.3734	15.4036	43.2344	6.6486	6.6486	6.4698
2013-12-13-00	14.6098	6.1148	31.4815	17.7636	44.2820	9.9229	9.9229	9.1931
2013-12-13-06	12.0295	6.6721	33.4698	10.4987	45.4803	10.8999	10.8999	8.9569
2013-12-13-12	14.1820	6.4852	23.1154	11.0477	43.4541	5.4365	5.4365	6.7249
2013-12-13-18	11.9000	6.1541	10.4244	15.0107	40.8902	5.6485	5.6485	4.4667
2013-12-14-00	9.8689	6.6066	10.9508	8.3595	41.6721	5.9770	5.9770	4.7136
2013-12-14-06	8.8098	5.1098	9.0735	6.6100	40.3098	4.4006	4.4006	4.6131
