0 ; 0 ; 0 ; 0 ; 0 ; 
1 ; 0 ; 0 ; 0 ; 0 ; 
2 ; 0 ; 0 ; 0 ; 0 ; 
3 ; 0 ; 0 ; 0 ; 0 ; 
4 ; 0 ; 0 ; 0 ; 0 ; 
5 ; 0 ; 0 ; 0 ; 0 ; 
6 ; 0 ; 0 ; 0 ; 0 ; 
7 ; 0 ; 0 ; 0 ; 0 ; 
8 ; 0 ; 0 ; 0 ; 0 ; 
9 ; 0 ; 0 ; 0 ; 0 ; 
10 ; 0 ; 0 ; 0 ; 0 ; 
11 ; 0 ; 0 ; 0 ; 0 ; 
12 ; 0 ; 0 ; 0 ; 0 ; 
13 ; 0 ; 0 ; 0 ; 0 ; 
14 ; 0 ; 0 ; 0 ; 0 ; 
15 ; 0 ; 0 ; 0 ; 0 ; 
16 ; 0 ; 0 ; 0 ; 0 ; 
17 ; 0 ; 0 ; 0 ; 0 ; 
18 ; 0 ; 0 ; 0 ; 0 ; 
19 ; 0 ; 0 ; 0 ; 0 ; 
20 ; 0 ; 0 ; 0 ; 0 ; 
21 ; 0 ; 0 ; 0 ; 0 ; 
22 ; 0 ; 0 ; 0 ; 0 ; 
23 ; 0 ; 0 ; 0 ; 0 ; 
24 ; 0 ; 0 ; 0 ; 0 ; 
25 ; 0 ; 0 ; 0 ; 0 ; 
26 ; 0 ; 0 ; 0 ; 0 ; 
27 ; 0 ; 0 ; 0 ; 0 ; 
28 ; 0 ; 0 ; 0 ; 0 ; 
29 ; 0 ; 0 ; 0 ; 0 ; 
30 ; 0 ; 7 ; 1 ; 0 ; 
31 ; 0 ; 5 ; 1 ; 0 ; 
32 ; 0 ; 2 ; 0 ; 0 ; 
33 ; 0 ; 6 ; 1 ; 0 ; 
34 ; 0 ; 19 ; 8 ; 0 ; 
35 ; 4 ; 6 ; 38 ; 0 ; 
36 ; 0 ; 0 ; 64 ; 0 ; 
37 ; 0 ; 0 ; 66 ; 0 ; 
38 ; 2 ; 17 ; 46 ; 0 ; 
39 ; 0 ; 8 ; 65 ; 0 ; 
40 ; 0 ; 52 ; 9 ; 0 ; 
41 ; 9 ; 52 ; 9 ; 2 ; 
42 ; 0 ; 50 ; 6 ; 0 ; 
43 ; 0 ; 61 ; 2 ; 0 ; 
44 ; 0 ; 38 ; 11 ; 6 ; 
45 ; 0 ; 30 ; 0 ; 0 ; 
46 ; 0 ; 5 ; 6 ; 12 ; 
47 ; 8 ; 19 ; 33 ; 2 ; 
48 ; 0 ; 35 ; 25 ; 0 ; 
49 ; 0 ; 43 ; 0 ; 0 ; 
50 ; 5 ; 18 ; 45 ; 1 ; 
51 ; 0 ; 1 ; 75 ; 0 ; 
52 ; 0 ; 22 ; 63 ; 0 ; 
53 ; 6 ; 10 ; 53 ; 6 ; 
54 ; 0 ; 21 ; 48 ; 0 ; 
55 ; 0 ; 54 ; 13 ; 0 ; 
56 ; 1 ; 12 ; 51 ; 7 ; 
57 ; 0 ; 26 ; 54 ; 0 ; 
58 ; 0 ; 28 ; 40 ; 0 ; 
59 ; 3 ; 21 ; 33 ; 10 ; 
60 ; 0 ; 33 ; 49 ; 0 ; 
61 ; 0 ; 34 ; 44 ; 0 ; 
62 ; 2 ; 9 ; 28 ; 3 ; 
63 ; 0 ; 17 ; 21 ; 1 ; 
64 ; 0 ; 0 ; 51 ; 16 ; 
65 ; 2 ; 0 ; 26 ; 3 ; 
66 ; 0 ; 0 ; 0 ; 29 ; 
67 ; 0 ; 0 ; 0 ; 26 ; 
68 ; 13 ; 0 ; 27 ; 10 ; 
69 ; 0 ; 0 ; 14 ; 47 ; 
70 ; 0 ; 0 ; 44 ; 54 ; 
71 ; 2 ; 40 ; 5 ; 22 ; 
72 ; 0 ; 32 ; 0 ; 26 ; 
73 ; 0 ; 23 ; 0 ; 50 ; 
74 ; 10 ; 42 ; 3 ; 2 ; 
75 ; 0 ; 26 ; 0 ; 12 ; 
76 ; 0 ; 31 ; 4 ; 0 ; 
77 ; 2 ; 34 ; 8 ; 31 ; 
78 ; 0 ; 20 ; 0 ; 39 ; 
79 ; 6 ; 21 ; 0 ; 9 ; 
80 ; 56 ; 12 ; 3 ; 19 ; 
81 ; 56 ; 9 ; 0 ; 33 ; 
82 ; 48 ; 4 ; 0 ; 46 ; 
83 ; 58 ; 6 ; 2 ; 17 ; 
84 ; 79 ; 3 ; 0 ; 3 ; 
85 ; 58 ; 3 ; 0 ; 13 ; 
86 ; 63 ; 1 ; 7 ; 6 ; 
87 ; 86 ; 0 ; 1 ; 0 ; 
88 ; 74 ; 0 ; 2 ; 2 ; 
89 ; 62 ; 0 ; 13 ; 1 ; 
90 ; 73 ; 1 ; 4 ; 2 ; 
91 ; 72 ; 0 ; 4 ; 4 ; 
92 ; 9 ; 1 ; 12 ; 5 ; 
93 ; 5 ; 0 ; 41 ; 16 ; 
94 ; 55 ; 0 ; 6 ; 5 ; 
95 ; 12 ; 1 ; 21 ; 53 ; 
96 ; 12 ; 4 ; 38 ; 13 ; 
97 ; 13 ; 4 ; 6 ; 48 ; 
98 ; 2 ; 0 ; 5 ; 68 ; 
99 ; 9 ; 0 ; 0 ; 54 ; 
100 ; 7 ; 5 ; 0 ; 39 ; 
101 ; 5 ; 29 ; 12 ; 15 ; 
102 ; 0 ; 42 ; 0 ; 13 ; 
103 ; 0 ; 55 ; 0 ; 0 ; 
104 ; 3 ; 32 ; 0 ; 6 ; 
105 ; 0 ; 61 ; 0 ; 0 ; 
106 ; 0 ; 69 ; 0 ; 0 ; 
107 ; 3 ; 66 ; 4 ; 7 ; 
108 ; 0 ; 71 ; 0 ; 0 ; 
109 ; 0 ; 55 ; 14 ; 0 ; 
110 ; 3 ; 78 ; 10 ; 0 ; 
111 ; 0 ; 87 ; 18 ; 0 ; 
112 ; 0 ; 13 ; 86 ; 0 ; 
113 ; 1 ; 3 ; 86 ; 7 ; 
114 ; 0 ; 22 ; 74 ; 0 ; 
115 ; 0 ; 36 ; 56 ; 0 ; 
116 ; 11 ; 6 ; 77 ; 2 ; 
117 ; 0 ; 0 ; 95 ; 0 ; 
118 ; 0 ; 0 ; 84 ; 0 ; 
119 ; 2 ; 0 ; 83 ; 0 ; 
120 ; 0 ; 0 ; 94 ; 0 ; 
121 ; 0 ; 0 ; 94 ; 0 ; 
122 ; 2 ; 3 ; 56 ; 4 ; 
123 ; 0 ; 0 ; 53 ; 0 ; 
124 ; 0 ; 0 ; 99 ; 0 ; 
125 ; 3 ; 0 ; 73 ; 0 ; 
126 ; 0 ; 0 ; 86 ; 0 ; 
127 ; 0 ; 0 ; 105 ; 0 ; 
128 ; 1 ; 10 ; 92 ; 1 ; 
129 ; 0 ; 0 ; 114 ; 0 ; 
130 ; 0 ; 0 ; 118 ; 0 ; 
131 ; 8 ; 9 ; 112 ; 1 ; 
132 ; 0 ; 0 ; 120 ; 0 ; 
133 ; 0 ; 0 ; 136 ; 0 ; 
134 ; 4 ; 0 ; 113 ; 2 ; 
135 ; 0 ; 1 ; 111 ; 0 ; 
136 ; 0 ; 2 ; 111 ; 0 ; 
137 ; 5 ; 43 ; 9 ; 0 ; 
138 ; 0 ; 32 ; 0 ; 0 ; 
139 ; 0 ; 52 ; 0 ; 0 ; 
140 ; 1 ; 39 ; 0 ; 2 ; 
141 ; 0 ; 48 ; 0 ; 0 ; 
142 ; 0 ; 119 ; 0 ; 0 ; 
143 ; 0 ; 121 ; 0 ; 7 ; 
144 ; 0 ; 107 ; 0 ; 0 ; 
145 ; 0 ; 88 ; 1 ; 0 ; 
146 ; 4 ; 102 ; 6 ; 1 ; 
147 ; 0 ; 72 ; 15 ; 0 ; 
148 ; 0 ; 66 ; 19 ; 0 ; 
149 ; 6 ; 12 ; 26 ; 1 ; 
150 ; 0 ; 1 ; 35 ; 0 ; 
151 ; 0 ; 0 ; 29 ; 0 ; 
152 ; 3 ; 7 ; 28 ; 4 ; 
153 ; 0 ; 0 ; 39 ; 0 ; 
154 ; 0 ; 0 ; 39 ; 0 ; 
155 ; 2 ; 0 ; 39 ; 3 ; 
156 ; 0 ; 0 ; 36 ; 0 ; 
157 ; 0 ; 0 ; 46 ; 0 ; 
158 ; 8 ; 1 ; 18 ; 67 ; 
159 ; 0 ; 0 ; 4 ; 93 ; 
160 ; 0 ; 0 ; 5 ; 74 ; 
161 ; 3 ; 1 ; 4 ; 85 ; 
162 ; 0 ; 0 ; 5 ; 99 ; 
163 ; 0 ; 0 ; 9 ; 112 ; 
